mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,mfcc_53,mfcc_54,mfcc_55,mfcc_56,mfcc_57,mfcc_58,mfcc_59,mfcc_60,mfcc_61,mfcc_62,mfcc_63,mfcc_64,mfcc_65,mfcc_66,mfcc_67,mfcc_68,mfcc_69,mfcc_70,mfcc_71,mfcc_72,mfcc_73,mfcc_74,mfcc_75,mfcc_76,mfcc_77,mfcc_78,mfcc_79,label
-678.58746,69.35018,0.64227116,19.183365,5.466231,5.185371,-3.9095368,2.1318774,-13.309458,-0.4046457,3.4399302,0.017348714,-3.986109,4.298932,-2.7541778,2.9986727,-4.0084343,0.9778086,-1.2481143,0.6650128,-2.758112,1.6797662,-2.568002,0.40898407,-1.9237696,1.4888295,-2.3624127,2.7956328,-0.6329149,1.4614168,-0.50317913,-1.610305,-0.7295489,-1.3646648,2.2946951,1.0916815,1.1601788,1.3173463,1.0118439,2.1152916,174.61052,64.85773,28.777203,23.333858,21.435493,20.209515,18.33065,14.598571,20.622309,9.350156,11.014776,10.909331,10.659919,9.13987,11.195203,6.7799644,11.489038,7.547814,8.298877,6.6574907,7.3014646,5.390377,8.074144,5.6784763,6.1742864,4.2103076,6.745576,4.1129956,5.4864316,3.8918307,4.753796,5.251397,4.5090413,5.7151494,4.8878074,6.817586,8.015936,9.252606,7.8098483,7.5146484,happy
-721.5048,72.81287,5.7388787,20.821102,6.286194,4.434633,0.375367,-4.021738,-5.1230435,6.055263,-0.60099745,6.310323,-1.3989847,2.2349834,0.50754905,5.4133816,-3.4153895,3.356983,0.6424952,2.112084,-3.8033826,2.517025,-2.5617626,1.155293,-1.1070353,0.5307273,0.5513479,1.0684166,0.8807933,0.5041767,-0.039682206,0.6115121,0.10054508,-0.11929896,0.40826297,1.3939074,0.10049889,-0.8127424,-1.8667642,-1.0193237,177.25519,74.174576,23.076674,21.799519,15.576509,20.823446,13.101802,13.905203,15.474635,7.3117065,13.164818,6.2016644,8.969095,7.1454344,7.6998677,6.281731,10.24075,5.343562,7.9897118,4.501074,7.937623,4.4118757,8.173113,4.8316364,5.713932,4.4755373,5.343598,5.13036,4.031299,3.064274,3.9131656,3.7602072,3.7827709,3.3399699,3.4794848,3.2316484,3.7495992,3.9372656,3.7734382,3.6635466,neutral
-665.43243,52.671795,7.2792416,15.317928,-1.5246904,3.1949232,-1.6828905,-1.9820217,-5.650569,3.7041433,1.0895107,3.3416235,-2.9255855,1.733555,-0.31561556,2.7480607,-3.312859,1.8997052,-1.9487221,3.365499,-3.1346126,0.23516296,-3.1647832,-0.3502121,-2.9803433,4.5372,-2.0321965,1.0209961,1.489801,1.4280361,0.092674494,-0.121168554,0.37997913,0.018935826,0.7009631,0.041586623,-0.7307794,-2.359361,-1.4143949,0.726604,164.66245,73.48891,24.266905,20.834997,15.64128,21.614206,15.305985,10.754427,13.94509,5.6888113,10.120219,7.19892,8.861095,6.8200555,6.018982,5.4651527,9.325438,5.269633,7.2015796,3.5450735,7.664407,4.31065,7.35286,5.278429,6.8885965,3.5771174,6.377489,4.0078177,3.5524836,4.018936,5.1492968,3.8229475,3.543015,3.2576418,2.9118023,3.6243038,3.6345465,5.00297,4.4665875,3.913346,disgust
-733.5023,74.76154,1.2090583,22.922926,8.577877,6.402902,-0.061443742,-0.41530794,-1.1596277,6.825976,1.6508471,5.13837,-1.8017337,3.0773442,1.7077255,4.520654,-3.0598397,3.4691617,0.7004559,3.696379,-2.6497443,1.9773628,-1.5658925,0.59628946,-0.70009154,-0.4594463,-0.9221961,1.3779846,0.81353974,-1.208408,0.64727336,1.242132,0.80902976,0.20201044,0.048590884,2.4415524,1.4272128,-1.4827961,-2.8530915,-0.7282487,168.19583,69.8062,23.78863,29.14382,19.431387,17.886677,12.6540785,11.151702,11.894824,8.117037,12.842182,8.858276,7.930874,6.906974,9.808951,5.5882726,7.786282,4.9509945,7.9837956,5.0956917,6.7292857,4.1327367,7.8852286,6.1556497,5.5996203,3.9703918,5.429167,4.380518,4.4598045,4.0767207,3.6072395,4.3663692,4.2310777,3.1830184,3.2914913,3.157679,4.6583033,4.194453,3.1408856,2.5278828,neutral
-747.6255,77.10162,8.423148,26.128475,4.171435,6.8254185,-5.107472,2.7718396,-4.476751,4.790592,-2.3355482,4.05763,-5.199505,6.197089,-1.6760852,6.8119445,-4.232386,3.9896312,-1.1990829,1.2828977,-3.161564,-0.6101677,-2.6369152,2.102559,-1.1905153,3.7801538,-1.8404336,-0.07895944,2.6765985,0.298983,1.2608038,-0.4471077,2.2715142,1.213274,3.1202924,2.5512981,1.9480594,0.99828905,-0.8972768,2.5330966,178.38889,63.25856,18.66478,19.738228,20.213556,16.492994,16.405617,10.403672,14.843016,8.049538,11.205111,7.436704,10.819511,6.3059487,11.975648,7.807591,11.446373,6.3791056,9.082273,5.4172854,6.1684318,4.931846,8.555227,6.3387856,7.499212,3.9965663,6.9509387,4.7092023,4.805414,4.5533476,3.7252905,5.3942876,3.465384,4.823785,4.709528,6.232559,5.699531,5.574267,5.9452868,5.1673336,sad
-780.10144,71.30753,9.423522,23.654951,6.817942,10.634581,-2.7675147,-0.049049493,-7.2283406,10.51721,-0.6033803,4.4427743,-5.464633,4.814935,-0.17280678,6.9882574,-3.5285313,4.814187,0.858444,3.3090389,-3.71506,2.88776,-2.667914,3.456716,-1.3269343,3.5926511,0.024135781,0.65275043,1.919327,1.4118263,3.0160003,0.9480092,0.110129714,0.046345726,-0.5016597,1.9157687,1.2850634,0.54603654,-2.9694269,0.49195787,174.44928,61.655952,16.764437,24.014408,13.456501,17.870218,12.585901,12.892131,15.101604,8.361791,11.856024,6.083606,8.981221,6.705247,9.668075,6.0215173,11.539915,4.9923196,6.444644,4.6191564,9.469486,4.4613748,8.307115,4.8082666,6.5893846,4.0862684,6.972089,5.5819955,4.748126,4.3951406,5.1464376,4.3113837,4.9458094,3.1113052,3.8153965,3.4761379,5.1520205,4.2204304,5.0015473,4.498256,sad
-790.8489,64.55607,12.816859,25.764206,5.2745423,8.88356,-2.1035244,2.7209308,1.8513333,9.996074,4.1117806,6.542824,-1.6476107,4.583474,0.08053888,3.1333215,-1.3320717,4.2312107,0.06824277,1.7199855,-0.36900553,3.5575998,-3.4779818,1.0207545,0.87787265,0.85553104,-0.677256,2.2268457,2.555979,-1.5846916,1.3602729,-0.53405684,0.25090602,-0.26751196,1.3808495,0.70051605,0.0725205,-2.71577,-1.1946139,-0.5224894,133.41257,57.14621,17.928322,22.640354,18.748981,14.785406,18.39051,12.130733,10.399809,7.137841,11.890924,7.2532516,9.413221,8.29473,8.127981,5.3987865,8.053863,5.610875,6.551083,5.351264,6.6783786,4.718862,9.069337,6.3980317,4.959332,4.544721,5.966284,4.131025,4.867682,5.792774,4.8005505,4.2685494,3.7630968,3.4923406,3.7536898,3.4470065,4.3558173,6.063585,4.3991127,4.1667204,calm
-565.53644,63.655125,-6.6207376,11.859274,0.36350578,1.2590412,-11.045083,-3.866718,-19.6307,-1.9292997,0.3460538,-4.14651,-7.193372,3.2075007,-5.837073,1.704305,-6.3240237,-2.9339192,-3.372304,-0.97975236,-7.246853,-0.14643307,-5.7346005,-3.1260893,-2.4100277,2.6456835,-1.8326666,4.7430677,0.8461313,4.287586,2.0467424,0.7280026,2.8407848,4.550252,6.8889565,3.4100494,2.2956991,-1.2268925,-0.059839495,2.2171955,178.13702,66.26859,34.64535,17.919046,22.205013,25.61221,18.376577,13.682101,22.31921,9.500785,10.471872,8.558846,11.698406,8.332937,9.171639,7.503995,9.402428,8.815719,7.1063776,6.642477,9.471195,5.9686923,7.7327094,8.871075,7.351125,8.768988,10.35999,15.429531,12.867419,13.007376,11.747518,10.613842,11.07719,11.777938,13.407794,7.9338317,8.029544,7.0758533,6.9690394,5.9424467,happy
-590.48334,52.574005,-1.4807607,16.467878,-5.974397,-5.6017685,-7.8807273,-0.54980004,-6.7295613,-1.7232305,-5.8578706,3.9902322,-6.875497,2.8408272,-1.3018074,-0.39903453,-4.1338563,-1.3814399,-2.9986603,3.7366412,-4.7065444,0.5359415,-2.9397492,-1.5912124,-1.8472413,1.3342752,-2.292829,-0.15217148,-0.62113744,0.0056014317,0.0106026465,1.5541701,1.3114262,1.5621222,2.946489,0.4101706,1.6074805,0.5038522,0.87335384,2.5496302,169.41402,68.362015,23.673191,24.016146,23.418655,20.461338,17.822044,10.290146,14.231242,7.1344814,12.743776,8.716938,9.8564205,7.8133397,7.5667167,6.859024,8.313006,6.9418902,7.4311895,5.45586,8.1132,4.335862,6.4188147,6.2296786,5.719124,4.0190525,5.946591,4.997604,5.472271,4.5431437,4.1958675,4.89032,7.1833143,6.4859896,7.715277,5.5130258,5.9914727,6.3984566,6.3569775,6.552055,disgust
-619.2588,56.13459,-0.29340336,11.200188,-6.181114,1.7343136,-9.1714325,-1.2582204,-12.889449,-4.4091773,-0.3410298,-2.9341478,-6.6427064,3.6175292,-2.4894824,0.14947154,-6.3174353,-0.983439,-3.8872738,1.1480491,-4.5003185,0.41148368,-0.8371403,2.7239132,2.8172245,6.6168995,2.679993,6.596621,3.6340094,5.5779176,5.772945,4.086637,3.194795,3.6279683,4.554014,3.3704753,3.5256279,1.7212732,0.61667985,0.87165,154.5536,61.91946,22.337215,22.1493,24.114862,18.107952,19.813778,10.402844,17.435928,11.907089,8.664885,12.187291,10.477361,9.510409,9.337451,7.5918407,11.222228,6.4276094,7.636372,7.917616,8.809573,7.3827963,7.792751,9.516511,13.095032,12.293704,9.058494,12.283542,8.747104,9.920171,11.009216,9.758368,9.245414,9.143306,9.24849,8.065181,6.202967,4.3661785,4.951217,4.822995,happy
-637.73956,59.840874,0.6401054,15.346728,0.5221167,-0.27931887,-6.8345866,0.9176184,-6.395775,0.414106,-2.237085,0.70758605,-4.4253325,3.338393,-4.2205014,2.2170749,-5.8992124,1.2887661,-1.7564235,-0.11674547,-2.453706,0.6528614,-4.340651,1.580857,0.13137767,4.636282,-0.74904126,1.6777518,-0.5392202,1.1880666,1.5701299,2.639746,2.200437,3.1505802,2.4215202,1.700816,0.21827987,0.4169488,0.7183489,2.5781496,181.98514,71.04596,26.312075,24.180796,22.115152,22.336704,17.646645,10.266591,15.251274,8.785702,13.2154045,8.311987,10.173519,8.70199,10.801273,8.718671,11.914882,7.359277,8.014078,6.8963785,7.2976356,6.126634,10.636457,7.15831,8.186036,7.189408,7.644848,6.4378057,5.373181,5.9427543,5.252458,5.1999,5.9703712,6.184196,4.8961864,5.591132,4.7031126,3.8564124,3.8391335,4.329167,surprised
-453.80508,49.977467,-25.545153,7.387816,-9.657008,-3.0545413,-21.093529,-8.799632,-14.581064,-4.660289,-2.5468466,-1.9769545,-9.837489,2.370496,-10.047689,3.0217903,-7.0350704,-2.3457143,-2.4203234,1.2164295,-4.268887,0.41967407,-0.56753254,5.7385683,4.097405,12.568388,5.7788944,9.898717,7.282079,4.43703,3.8596401,4.378931,2.5347075,4.5834675,3.8278356,1.1236705,1.7161072,1.6492555,4.544447,5.968952,183.63362,45.04985,34.720795,20.383266,26.197266,17.988367,22.500301,11.140529,16.058502,14.567495,12.262887,11.710001,11.426512,8.925146,16.216768,9.110648,10.275222,7.7216105,7.364898,8.636394,7.9733706,9.958364,9.661172,11.383019,11.825376,14.640638,12.444563,13.647302,13.270493,9.878179,9.364694,7.0214047,6.068551,6.3432956,5.4778295,5.867972,5.8482285,6.2616405,6.035377,4.7064395,fearful
-750.20337,75.877,8.965796,25.162437,0.10029577,9.0058975,-3.5399926,0.6518054,-3.8970094,9.453227,0.9259031,6.2016726,-2.8757017,3.1632388,-0.2487771,2.1057005,-4.312024,4.3753104,-0.8065288,1.7818782,-1.2459289,1.4424778,-4.1849303,0.88669497,-1.0828446,2.1168377,-1.5199363,1.2129785,0.59190136,-1.5429446,0.93786603,0.4582481,0.16961683,0.8874524,0.98433375,0.40258896,-0.7124325,-3.4973676,-0.58400965,0.07615963,165.06302,69.06707,15.925551,23.37548,21.696402,16.84039,16.10434,12.003021,13.357896,6.966359,12.650607,6.955484,10.023713,8.596337,7.452481,6.6640606,9.91057,6.4517317,6.509015,4.8403487,7.809951,5.1279445,8.32639,5.918392,6.251768,4.8135,6.6496887,3.7802415,5.4520316,5.5569396,4.8065577,4.3383994,4.912464,3.97014,3.8323905,4.7757173,4.161477,5.960164,3.625816,3.425059,calm
-565.64154,47.273952,-3.5374224,8.763105,-2.2100606,2.2629817,-8.585375,-1.5334921,-12.4759445,-6.0044446,-0.32568735,-3.0210848,-6.9564657,2.3798895,-4.044084,0.59053695,-5.2864265,-2.8280559,-2.8711598,0.4320988,-7.704882,-0.5781141,-4.873257,-1.8058343,-0.5425118,4.057634,1.6800008,6.880896,4.9083486,7.7237372,5.480823,4.457319,3.8605883,2.9091249,3.0557263,0.81142503,1.884307,0.7088677,1.4220966,1.8677061,163.79619,64.97468,28.246399,19.726488,19.783258,23.872013,19.107656,10.381402,19.104572,11.173598,9.898851,7.76632,11.42271,7.9362397,8.107505,5.398514,9.198704,7.280903,6.1391535,5.3313746,10.451461,5.9820886,7.8641915,7.0294456,10.36268,10.970435,12.548536,15.134147,12.022583,12.894823,12.313536,10.690512,10.892046,6.750499,6.2203555,6.525826,4.5252366,4.702619,5.1593213,5.8412127,happy
-607.4393,45.310368,3.5675316,15.940109,-6.7947774,2.4932303,-7.6706057,-1.5067954,-8.364065,-0.12067784,-2.5150852,1.4126064,-9.513994,3.2183292,-6.045851,0.28537652,-5.5492754,-0.051504295,-4.1842284,2.2320905,-4.0285363,6.2521415,-1.9064347,2.9141862,1.3152015,3.4571369,1.1573302,4.6681046,1.0631835,4.366213,0.4815789,2.4994998,0.82668394,3.5634882,3.4795747,4.151168,1.568437,1.1621261,2.1014366,2.236917,187.64839,56.57869,20.288778,22.183144,22.63612,18.4297,17.375795,12.544601,14.005154,10.19099,12.647767,9.727967,14.055011,8.383895,11.089117,8.905443,10.690081,8.487794,7.6116886,6.9388995,10.3616,11.335975,10.465349,10.346202,8.507299,7.7406077,7.5305214,8.804321,6.628095,7.5188937,7.3129277,7.945454,5.3649855,5.615697,5.671308,6.5976844,6.6698537,6.083872,5.8398075,5.4756346,surprised
-418.95755,43.343388,-14.492847,10.113325,-5.459077,-4.773345,-13.7491,0.7338556,-11.071181,-1.3454657,-2.9074922,-0.012366369,-6.0564547,2.5340204,-8.680051,2.9955487,-5.206129,-2.066849,0.26472214,2.5421169,-0.55171305,6.5229106,-1.0452892,4.453629,0.1179435,6.7496276,2.1809683,3.837626,2.1404026,3.5917,2.7047207,3.3636007,1.5539722,3.228216,2.253661,2.9584174,0.41633675,1.1252991,0.866485,2.6563618,219.86978,55.394634,31.644503,18.15749,19.635231,17.56364,21.350052,8.1779585,18.876791,6.7210307,11.19267,10.322576,10.559231,5.846391,12.381148,6.1062465,8.587169,6.373468,5.870725,7.18189,7.5173526,12.402409,7.980646,8.657531,6.597541,8.638403,5.2563953,5.416887,5.643208,5.2518344,3.6991537,5.218721,4.486946,4.373925,3.6800385,3.6768897,3.2587013,3.559683,4.44339,6.1195045,angry
-689.4237,68.1443,0.082892776,20.420198,5.8567486,2.4820395,-0.13859956,-3.222259,-8.771499,5.3530073,-0.04977599,3.5257533,-2.1860454,1.5182832,-0.22635657,3.5076768,-4.064422,0.7794385,1.2764741,1.9010522,-3.7077181,1.4896299,-3.3438387,-1.1780305,-0.8838978,1.4417664,-0.12337316,-0.30235595,0.026518295,1.3742609,0.9089679,-0.5062234,-0.4522545,-0.09479631,0.9951541,1.9046508,-0.6204873,-2.3088605,-3.51384,-0.4643577,174.8801,73.025215,28.347193,21.470564,17.600323,22.836784,13.033615,13.022391,18.577713,7.5838366,13.452879,5.576357,10.309414,6.615738,7.6691566,7.2194767,9.884442,7.1776333,5.9960732,4.850438,8.76302,5.5595365,6.8227706,5.2260556,4.92401,4.0009093,5.029948,4.3287787,3.7634234,3.382941,4.6154203,3.9018495,3.2752767,3.2831256,4.107371,3.6229122,3.950605,4.1845975,4.8670697,3.9872959,neutral
-340.70493,12.833693,-26.826883,-8.987601,-16.956722,-10.749144,-12.699953,-11.55181,-7.9732943,7.560666,0.5613174,14.884685,3.330943,9.580553,-7.0888224,-4.220467,2.321736,3.0555153,-2.4329488,1.4900625,3.9511662,6.108985,-2.2149458,-2.2701702,-2.5462873,-0.8925272,-0.63751525,-0.26495892,0.24437533,3.4532764,0.7707267,0.6981094,0.774779,-0.97148067,1.154799,0.16219647,0.97662157,1.233221,0.8423372,0.30107144,116.767944,29.558126,32.33539,20.693922,27.586964,20.92856,18.483969,13.203243,12.932783,10.844949,12.825715,25.27574,14.046323,16.090513,17.359554,14.516373,7.350325,6.1919746,12.553362,12.140019,11.290264,12.544404,10.613824,8.195293,5.8225765,7.0305324,7.886021,7.0824747,6.489401,6.6607165,8.853536,8.843561,8.804723,6.492096,4.5129094,4.63146,4.91393,6.168739,5.39338,6.536359,fearful
-364.6864,25.502153,-31.640814,-3.8342195,-25.476385,-13.864224,-13.22398,-9.429123,-11.219766,1.0954963,-7.073753,3.725522,-10.406394,2.5969024,-3.734305,4.560471,2.5009356,7.870147,1.1061554,4.6729107,0.9343702,-1.3341532,-4.4229016,-0.053184684,-4.382395,-1.7965539,-0.7168776,2.3935862,-0.21088696,2.5504112,0.7280375,1.4986274,0.6925469,1.1843513,0.40686738,1.8861625,0.8234293,-0.1464292,1.4503856,1.0157336,164.91678,43.693947,39.31334,26.397003,26.845299,22.01162,21.455835,13.258732,14.300446,12.379349,11.691608,13.050481,13.221104,13.884657,16.231897,10.286703,14.838054,14.682562,11.1771555,11.201211,11.081716,10.707543,11.592148,7.297022,8.46477,6.353195,5.7911263,6.0638447,7.2681127,8.744636,9.87957,8.654479,7.3846793,6.8239646,5.0196276,5.9931774,5.3318233,5.6165457,6.0788193,5.3291173,angry
-580.8545,31.67797,-15.10357,0.31178823,-13.87691,-2.958371,-9.60552,-8.253759,-12.725745,-2.979351,-8.751314,-0.9432185,-11.391855,-0.6736362,-11.358699,-2.4541533,-6.257642,2.1216397,1.318319,6.013594,4.21584,2.6753776,-0.82603276,2.7194407,1.7236257,1.4052616,-1.1734538,-1.1620624,-1.4483415,0.79804146,-2.0173635,-2.2814069,-2.4591477,-0.8149266,0.10659296,0.33929238,0.596557,1.4978429,0.17891905,0.76238966,178.0147,45.201313,27.517773,23.848461,22.400959,13.685834,16.986437,13.283975,16.92443,9.093419,11.780587,6.768578,13.705361,6.6307917,13.311857,7.207591,9.44914,12.447326,14.72808,17.131252,13.514135,12.845342,12.909294,11.5807,8.4573145,8.438445,7.302908,6.79973,6.4688478,5.184268,5.5552883,6.7992563,7.525584,6.340104,5.573519,4.348756,4.266695,4.880816,6.31848,5.5051417,angry
-676.89136,31.890875,-18.22725,2.6233425,-9.824637,-6.458562,-12.489682,-13.349619,-11.363136,-3.6881046,-8.873883,2.2251952,-10.731319,5.483563,-8.473744,-2.2844026,-2.7743711,2.5096803,1.3096085,5.1450205,2.9860222,3.7713258,-1.3489276,1.1180296,-0.82860696,0.712633,-0.3871782,1.1819133,-2.7979448,0.08999573,-3.5907547,-0.12779316,-0.06272738,2.0943182,0.27635464,1.4228468,2.54679,1.4047328,-0.6078252,-0.5068678,186.93118,53.640656,31.25103,16.04509,18.576443,13.968923,18.30928,17.235157,15.070724,9.312889,12.702412,9.0142565,16.63032,8.6586075,10.688933,10.304998,11.714941,15.117117,10.361132,15.896669,15.792766,15.198039,10.024788,9.863397,8.792831,11.035164,9.63695,9.04865,8.48667,7.4850483,7.59732,7.2034163,6.674058,7.7529035,8.128169,8.656227,7.7505364,8.044314,7.66295,8.184298,happy
-685.68066,62.819595,-11.226915,8.9813175,-8.415225,-3.41577,-15.100941,-2.2564414,-5.0800242,1.9385175,-8.112867,0.96523595,-5.4768853,3.4128919,-6.6083302,-2.110072,-7.4118586,-0.38690642,-6.7994227,-2.0539167,-3.4123497,1.4833912,-3.173034,1.3877679,-0.8477364,2.8924549,0.8194124,1.9498867,0.6006682,1.729473,-0.7127322,0.57741976,0.3677507,1.8810254,2.663397,3.237982,2.3802118,2.0400379,0.8265981,0.07566763,175.63472,54.61198,25.743683,21.778147,18.048882,18.963148,17.04238,10.0102415,11.686364,8.822757,10.723792,6.447705,11.0366,6.607455,7.994659,6.582246,9.502784,6.614262,8.213864,7.2717667,6.5902057,7.0599065,8.727816,9.210155,6.465316,7.6566544,7.414191,8.902712,7.1774564,5.898261,7.2841234,5.813951,5.6914167,5.242937,6.8922677,8.354998,9.67045,6.416641,5.1436214,3.8206725,disgust
-752.8795,48.092705,-15.969572,18.201025,-12.989353,3.7324793,-15.364106,-11.495424,-11.063017,0.83481854,-11.510206,-0.56189907,-7.285604,-0.031817753,-8.604009,2.0246398,-7.1040163,1.3821844,-6.9625173,-0.26627618,-4.212837,1.3219626,-6.7769566,1.2332268,-4.234236,0.08933412,-2.1916182,-1.5966578,-4.690256,-0.3083719,-1.4416617,1.7000991,2.6186252,4.5140867,7.0358315,6.6748867,3.281159,0.8304367,0.4818729,-0.08905461,186.02544,45.7133,23.735384,21.863573,16.366577,10.222493,16.831387,14.053961,11.508758,10.382418,11.828214,7.7906175,8.315121,7.284549,9.578341,8.21593,10.857177,5.5646663,7.408286,6.185793,7.1471605,5.252948,7.735176,4.6401634,6.3150334,5.063789,5.4983535,4.564345,5.5728145,5.6692924,6.7435584,8.116547,10.0492115,10.421466,10.609356,9.985728,9.649555,7.208616,3.6548982,3.652716,sad
-713.2502,29.604115,-8.34552,7.251089,-9.06444,-7.40742,-11.419677,-8.878617,-5.9641566,-3.1828594,-8.629082,-0.19333975,-7.4566717,-0.5629017,-4.0725255,-3.4222739,-3.174689,-1.577943,-4.7249207,-1.7898189,-1.0935127,-0.75448745,-1.548393,1.1704104,2.3167322,2.612585,5.1541486,3.8599331,2.3300555,3.0552375,-0.21296804,1.7284566,-0.5561656,0.90800166,-0.7228664,-0.46826962,-1.3205118,-1.4595796,-1.0791659,-1.0415131,135.54259,43.370186,19.777525,17.732592,18.69499,13.719384,17.72191,12.791344,10.646357,9.119904,12.397616,7.450926,11.575711,5.018714,7.6403284,6.6172256,7.0257697,5.3007946,7.133075,7.7373023,6.5373535,4.400913,7.133738,6.3552575,8.673921,10.68732,10.628764,11.608881,11.382681,11.246567,7.3882403,6.3184915,6.1873546,4.280948,5.0755944,5.056598,3.9624279,4.0107718,4.0982533,3.4840071,fearful
-542.91614,39.15283,-16.312214,-3.164239,-19.094406,-1.8229593,-14.823358,-10.254899,-17.41719,1.0711682,-11.598169,-5.0776343,-11.840004,-1.4008336,-13.705352,-3.9808075,-7.431506,3.992575,-4.2954183,5.826974,2.3414216,4.608615,-2.2636456,1.1468195,-5.3607173,2.5474823,-0.17852235,-1.607351,-1.1399853,-1.5825648,-1.9768136,0.123003654,-1.9530563,-0.11303679,-0.52314025,1.6970716,0.49313867,0.16981305,-0.8689095,-0.10976768,182.68597,53.289207,31.671019,23.607597,25.784689,18.957401,19.068186,14.520403,16.731216,10.126142,13.57744,9.953383,11.82325,8.269503,13.201128,12.405848,15.002571,17.970339,13.894286,15.791328,12.440599,14.043816,11.015111,7.6453223,9.291917,11.460895,9.521045,8.396319,8.351151,6.5024524,8.553345,5.277294,8.094987,7.1632905,5.862844,6.0382094,4.7920814,5.1697645,4.7095833,5.2848616,disgust
-374.56714,22.688198,-39.470657,-14.464778,-20.0871,-15.249175,-15.34285,-8.125922,-7.0940795,4.4748244,-2.0681164,2.1870844,-9.176563,6.7381673,-2.300013,5.3920083,-0.2981434,-0.026254345,-1.053452,0.9197587,-2.036628,-0.5612393,-8.401669,-0.93372434,-4.4968057,0.58722466,-1.1580503,1.1642078,-0.34853938,5.0656805,-0.9967766,-1.0401146,0.1580775,1.6806798,0.7058196,0.00079507317,0.36758834,-0.49509278,-2.480861,-0.10710131,188.95056,35.139576,46.275883,23.970144,27.853727,19.860983,21.509426,12.18722,13.564594,11.09712,8.052642,10.768497,14.245027,13.365072,16.916288,13.108978,7.3567715,8.884747,8.056971,9.811544,10.262835,7.7418203,11.338391,5.8850465,7.9950733,5.7785125,4.6923795,4.7609434,7.3284526,9.752522,8.106949,7.7469687,5.9317794,5.068632,4.307522,3.542689,3.7417593,5.309199,5.276153,5.8432093,fearful
-842.5819,47.777554,-7.7145,17.825726,-7.56885,7.8228507,-13.420973,-3.7648315,-11.353894,1.110503,-8.01508,-1.3442882,-3.2312357,1.2902769,-9.181594,-1.2732354,-6.9516487,1.2304435,-5.0112967,-2.2966175,-3.2813,1.1913573,-4.601572,0.27626336,-2.4641526,-0.21147436,-1.5099066,-0.28854147,-1.2924136,0.50925577,-0.5733298,1.3609672,-0.29509205,1.792012,3.105909,4.1364045,4.624863,3.7821684,0.6684575,0.3482239,183.7539,58.851196,18.357635,20.896196,15.258026,9.82626,14.046271,10.492622,13.218844,8.379579,7.781577,6.339027,7.4264417,4.6698394,8.312643,4.3100486,8.487886,5.163216,6.78869,4.757178,5.6531725,4.543218,6.2458262,3.3215935,4.3585896,3.9784567,3.7947466,3.8632348,5.12443,5.512984,5.965369,5.1955943,4.8847656,6.170126,7.141219,9.190247,8.827988,7.961356,5.0688777,3.6124668,sad
-669.8816,44.880814,-14.39519,11.236389,-4.927803,-12.507359,-13.618794,-14.894274,-14.117324,-1.4066774,-11.247976,1.3293664,-6.5838046,-3.9003263,-3.6647203,-4.207815,-5.852387,-2.4768803,-3.4279397,-5.824949,-3.932549,-0.2432178,-1.6466508,4.3659286,3.7426836,2.8745043,3.6309862,-0.011166204,1.8502923,2.8165023,3.7647526,3.2498574,1.4715196,-0.14176503,1.7206284,3.1447537,3.0118337,0.7511267,-2.1708307,-0.40605772,123.36047,51.557194,24.185356,20.120735,14.107813,17.489616,16.379498,16.240137,15.729691,8.702114,12.30148,9.808376,12.311171,9.223837,7.881295,9.066009,7.1989193,6.298155,8.630136,7.666116,6.5590644,5.8698897,8.149847,11.166005,16.344341,15.312024,9.385144,8.586799,10.71978,14.204016,11.405989,9.373673,9.147437,8.550763,8.88136,7.1474085,7.0539665,6.6556726,7.818847,4.4122148,sad
-587.37115,43.32902,-18.519724,7.7056203,-12.195216,-6.2747993,-12.245809,-8.514343,-11.759708,-2.502118,-9.329774,-2.257894,-9.013351,-0.10190909,-10.165929,-3.9424458,-4.924742,3.248221,0.29688185,3.1991484,3.649489,3.7883084,1.4432827,3.0005572,0.12080561,-0.6783605,-2.0349972,0.5407993,-1.0511838,0.29738167,-2.0394745,-0.71534145,-1.0072726,3.1295664,2.1507797,2.1000724,0.9532532,1.2170577,-0.91237986,0.31647378,190.4368,55.272778,31.4878,20.964703,22.027342,14.650204,19.207493,12.09829,13.414547,8.424053,13.8323,8.019024,15.016342,8.599411,13.515395,10.753273,10.870424,13.140162,14.556773,12.887534,11.417477,11.60818,10.603102,10.359213,6.032912,6.110131,5.644027,5.704692,4.9471974,5.578797,6.1114264,5.6802783,5.6384125,4.9429536,4.7940764,5.077301,5.1036315,5.6329308,5.739332,4.290097,surprised
